plan_type,country,month,play_count,unique_listeners
Free,Russian Federation,2007-12,12,3
Free,Russian Federation,2008-01,37,2
Free,Russian Federation,2008-02,1,1
Free,Russian Federation,2008-03,16,1
Free,Russian Federation,2008-08,1,1
Free,Russian Federation,2008-10,70,1
Free,Russian Federation,2009-01,1074,1
Free,Russian Federation,2009-02,1067,1
Free,Russian Federation,2009-03,864,1
Free,Russian Federation,2009-04,2053,4
Free,Russian Federation,2009-05,507,3
Free,Serbia,2006-06,187,1
Free,Serbia,2006-10,38,1
Free,Serbia,2007-02,22,1
Free,Serbia,2007-03,1,1
Free,Serbia,2007-09,18,1
Free,Serbia,2007-11,18,1
Free,Spain,2005-10,673,2
Free,Spain,2005-11,846,2
Free,Spain,2005-12,721,2
Free,Spain,2006-01,414,2
Free,Spain,2006-02,62,1
Free,Spain,2006-06,302,1
Free,Spain,2006-07,292,1
Free,Spain,2006-08,90,1
Free,Spain,2007-06,78,1
Free,Spain,2007-07,339,1
Free,Spain,2007-08,137,1
Free,Spain,2007-09,420,1
Free,Spain,2007-10,274,1
Free,Spain,2007-11,12,1
Free,Spain,2007-12,101,1
Free,Spain,2008-05,1,1
Free,Spain,2008-08,39,1
Free,Spain,2008-09,489,1
Free,Spain,2008-10,577,1
Free,Spain,2008-11,716,2
Free,Spain,2008-12,836,2
Free,Spain,2009-01,1156,2
Free,Spain,2009-02,1416,4
Free,Spain,2009-03,2882,3
Free,Spain,2009-04,3331,5
Free,Spain,2009-05,115,2
Free,Sweden,2005-09,68,1
Free,Sweden,2005-10,71,1
Free,Sweden,2005-11,50,1
Free,Sweden,2006-01,16,1
Free,Sweden,2006-02,315,1
Free,Sweden,2006-03,729,1
Free,Sweden,2006-04,532,3
Free,Sweden,2006-05,1357,3
Free,Sweden,2006-06,1437,2
Free,Sweden,2006-07,706,2
Free,Sweden,2006-08,570,3
Free,Sweden,2006-09,746,3
Free,Sweden,2006-10,564,2
Free,Sweden,2006-11,180,2
Free,Sweden,2006-12,239,2
Free,Sweden,2007-01,337,3
Free,Sweden,2007-02,349,1
Free,Sweden,2007-03,103,1
Free,Sweden,2007-04,345,2
Free,Sweden,2007-05,212,2
Free,Sweden,2007-06,543,3
Free,Sweden,2007-07,510,3
Free,Sweden,2007-08,939,3
Free,Sweden,2007-09,592,4
Free,Sweden,2007-10,814,3
Free,Sweden,2007-11,283,2
Free,Sweden,2007-12,190,2
Free,Sweden,2008-01,358,3
Free,Sweden,2008-02,405,4
Free,Sweden,2008-03,613,4
Free,Sweden,2008-04,390,4
Free,Sweden,2008-05,575,3
Free,Sweden,2008-06,570,2
Free,Sweden,2008-07,479,3
Free,Sweden,2008-08,337,2
Free,Sweden,2008-09,39,1
Free,Sweden,2008-10,469,3
Free,Sweden,2008-11,351,3
Free,Sweden,2008-12,715,4
Free,Sweden,2009-01,551,4
Free,Sweden,2009-02,332,3
Free,Sweden,2009-03,148,2
Free,Sweden,2009-04,261,6
Free,Sweden,2009-05,154,2
Free,Switzerland,2008-07,152,1
Free,Switzerland,2008-08,208,1
Free,Switzerland,2008-09,132,1
Free,Switzerland,2008-10,275,1
Free,Switzerland,2008-11,137,1
Free,Switzerland,2008-12,274,1
Free,Switzerland,2009-01,444,1
Free,Switzerland,2009-02,431,1
Free,Switzerland,2009-03,275,1
Free,Switzerland,2009-04,384,1
Free,Switzerland,2009-05,37,1
Free,Thailand,2009-04,53,1
Free,Thailand,2009-05,1,1
Free,Trinidad and Tobago,2005-12,22,1
Free,Trinidad and Tobago,2006-03,25,1
Free,Trinidad and Tobago,2006-04,161,1
Free,Trinidad and Tobago,2006-06,28,1
Free,Trinidad and Tobago,2006-11,1,1
Free,Trinidad and Tobago,2006-12,2,1
Free,Trinidad and Tobago,2007-01,1,1
Free,Trinidad and Tobago,2007-02,15,1
Free,Trinidad and Tobago,2009-02,1,1
Free,Trinidad and Tobago,2009-04,1,1
Free,Tunisia,2005-11,244,1
Free,Tunisia,2005-12,116,1
Free,Tunisia,2006-01,525,1
Free,Tunisia,2006-02,2,1
Free,Tunisia,2006-03,276,1
Free,Tunisia,2006-04,205,1
Free,Tunisia,2008-05,101,1
Free,Tunisia,2008-10,16,1
Free,Tunisia,2009-05,1,1
Free,Turkey,2005-03,155,1
Free,Turkey,2005-04,25,1
Free,Turkey,2005-05,73,1
Free,Turkey,2005-06,40,1
Free,Turkey,2006-01,3,1
Free,Turkey,2006-09,67,1
Free,Turkey,2006-10,313,2
Free,Turkey,2006-11,456,2
Free,Turkey,2006-12,337,2
Free,Turkey,2007-01,159,1
Free,Turkey,2007-02,184,1
Free,Turkey,2007-03,201,1
Free,Turkey,2007-04,167,1
Free,Turkey,2007-05,381,1
Free,Turkey,2007-06,151,1
Free,Turkey,2007-07,225,1
Free,Turkey,2007-08,177,1
Free,Turkey,2007-09,227,1
Free,Turkey,2007-10,95,1
Free,Turkey,2007-11,78,1
Free,Turkey,2007-12,101,2
Free,Turkey,2008-01,211,1
Free,Turkey,2008-02,176,2
Free,Turkey,2008-03,155,1
Free,Turkey,2008-04,171,1
Free,Turkey,2008-05,238,1
Free,Turkey,2008-06,638,2
Free,Turkey,2008-07,255,2
Free,Turkey,2008-08,98,1
Free,Turkey,2008-09,569,3
Free,Turkey,2008-10,1742,3
Free,Turkey,2008-11,1658,3
Free,Turkey,2008-12,398,4
Free,Turkey,2009-01,628,4
Free,Turkey,2009-02,501,3
Free,Turkey,2009-03,1307,5
Free,Turkey,2009-04,1004,6
Free,Turkey,2009-05,1305,4
Free,United Kingdom,2005-02,666,4
Free,United Kingdom,2005-03,2019,6
Free,United Kingdom,2005-04,1281,5
Free,United Kingdom,2005-05,1214,5
Free,United Kingdom,2005-06,1148,5
Free,United Kingdom,2005-07,757,6
Free,United Kingdom,2005-08,1531,8
Free,United Kingdom,2005-09,756,6
Free,United Kingdom,2005-10,230,4
Free,United Kingdom,2005-11,276,4
Free,United Kingdom,2005-12,414,5
Free,United Kingdom,2006-01,1447,6
Free,United Kingdom,2006-02,1100,7
Free,United Kingdom,2006-03,812,6
Free,United Kingdom,2006-04,444,5
Free,United Kingdom,2006-05,1451,6
Free,United Kingdom,2006-06,950,9
Free,United Kingdom,2006-07,1635,10
Free,United Kingdom,2006-08,1956,10
Free,United Kingdom,2006-09,1129,6
Free,United Kingdom,2006-10,1405,8
Free,United Kingdom,2006-11,870,10
Free,United Kingdom,2006-12,609,8
Free,United Kingdom,2007-01,2908,11
Free,United Kingdom,2007-02,1684,10
Free,United Kingdom,2007-03,2317,10
Free,United Kingdom,2007-04,986,9
Free,United Kingdom,2007-05,1203,7
Free,United Kingdom,2007-06,983,11
Free,United Kingdom,2007-07,1863,12
Free,United Kingdom,2007-08,3152,14
Free,United Kingdom,2007-09,2937,15
Free,United Kingdom,2007-10,1592,11
Free,United Kingdom,2007-11,2577,13
Free,United Kingdom,2007-12,2595,14
Free,United Kingdom,2008-01,2854,14
Free,United Kingdom,2008-02,1736,14
Free,United Kingdom,2008-03,1500,14
Free,United Kingdom,2008-04,2047,15
Free,United Kingdom,2008-05,2534,17
Free,United Kingdom,2008-06,2737,13
Free,United Kingdom,2008-07,3264,13
Free,United Kingdom,2008-08,1552,15
Free,United Kingdom,2008-09,2554,12
Free,United Kingdom,2008-10,3887,17
Free,United Kingdom,2008-11,7027,18
Free,United Kingdom,2008-12,4475,21
Free,United Kingdom,2009-01,8589,21
Free,United Kingdom,2009-02,9314,22
Free,United Kingdom,2009-03,10905,25
Free,United Kingdom,2009-04,10852,29
Free,United Kingdom,2009-05,1066,23
Free,United States,2005-04,1,1
Free,United States,2005-05,1038,1
Free,United States,2005-06,216,1
Free,United States,2005-07,609,4
Free,United States,2005-08,460,3
Free,United States,2005-09,224,3
Free,United States,2005-10,2331,4
Free,United States,2005-11,756,3
Free,United States,2005-12,604,2
Free,United States,2006-01,506,6
Free,United States,2006-02,1633,7
Free,United States,2006-03,2498,9
Free,United States,2006-04,3683,9
Free,United States,2006-05,3492,11
Free,United States,2006-06,3372,19
Free,United States,2006-07,3906,17
Free,United States,2006-08,3439,19
Free,United States,2006-09,2952,17
Free,United States,2006-10,4217,17
Free,United States,2006-11,4428,18
Free,United States,2006-12,3069,18
Free,United States,2007-01,3592,21
Free,United States,2007-02,4340,25
Free,United States,2007-03,2672,22
Free,United States,2007-04,5216,18
Free,United States,2007-05,7558,18
Free,United States,2007-06,4995,21
Free,United States,2007-07,1675,18
Free,United States,2007-08,1327,15
Free,United States,2007-09,2050,14
Free,United States,2007-10,2813,13
Free,United States,2007-11,2115,14
Free,United States,2007-12,1547,15
Free,United States,2008-01,2162,12
Free,United States,2008-02,3277,14
Free,United States,2008-03,4002,19
Free,United States,2008-04,5256,17
Free,United States,2008-05,2525,18
Free,United States,2008-06,2663,19
Free,United States,2008-07,3257,20
Free,United States,2008-08,2968,17
Free,United States,2008-09,3529,19
Free,United States,2008-10,5623,22
Free,United States,2008-11,7739,23
Free,United States,2008-12,8021,23
Free,United States,2009-01,9015,23
Free,United States,2009-02,12566,29
Free,United States,2009-03,16990,35
Free,United States,2009-04,20260,41
Free,United States,2009-05,4419,34
Free,Venezuela,2006-08,309,1
Free,Venezuela,2006-09,1395,1
Free,Venezuela,2006-10,716,1
Free,Venezuela,2006-11,961,1
Free,Venezuela,2006-12,573,1
Free,Venezuela,2007-01,216,1
Free,Venezuela,2007-02,96,1
Free,Venezuela,2007-03,124,1
Free,Venezuela,2007-04,67,1
Free,Venezuela,2007-05,1,1
Free,Venezuela,2007-06,1,1
Free,Venezuela,2007-07,175,1
Free,Venezuela,2007-08,125,1
Free,Venezuela,2007-09,55,1
Free,Venezuela,2007-10,15,1
Free,Venezuela,2007-11,45,1
Free,Venezuela,2007-12,48,1
Free,Venezuela,2008-01,58,1
Free,Venezuela,2008-02,9,1
Free,Venezuela,2008-03,447,2
Free,Venezuela,2008-04,522,2
Free,Venezuela,2008-05,32,2
Free,Venezuela,2008-06,29,1
Free,Venezuela,2008-07,1126,2
Free,Venezuela,2008-08,1927,3
Free,Venezuela,2008-09,2742,3
Free,Venezuela,2008-10,1473,3
Free,Venezuela,2008-11,1108,3
Free,Venezuela,2008-12,1227,3
Free,Venezuela,2009-01,1294,3
Free,Venezuela,2009-02,599,3
Free,Venezuela,2009-03,580,2
Free,Venezuela,2009-04,503,3
Free,Venezuela,2009-05,825,2
Premium,Algeria,2005-07,306,1
Premium,Algeria,2005-08,316,1
Premium,Algeria,2005-09,291,1
Premium,Algeria,2005-10,296,1
Premium,Algeria,2005-11,318,1
Premium,Algeria,2005-12,519,1
Premium,Algeria,2006-01,275,1
Premium,Algeria,2006-02,374,1
Premium,Algeria,2006-03,2655,1
Premium,Algeria,2006-04,1323,1
Premium,Algeria,2006-05,503,1
Premium,Algeria,2006-06,555,1
Premium,Algeria,2006-07,1355,1
Premium,Algeria,2006-08,1510,1
Premium,Algeria,2006-09,1411,1
Premium,Algeria,2006-10,1687,1
Premium,Algeria,2006-11,1498,1
Premium,Algeria,2006-12,987,1
Premium,Algeria,2007-01,694,1
Premium,Algeria,2007-02,668,1
Premium,Algeria,2007-03,672,1
Premium,Algeria,2007-04,455,1
Premium,Algeria,2007-05,220,1
Premium,Algeria,2007-06,56,1
Premium,Algeria,2007-07,115,1
Premium,Algeria,2007-08,29,1
Premium,Algeria,2007-09,66,1
Premium,Algeria,2007-10,20,1
Premium,Algeria,2009-05,1,1
Premium,Antarctica,2005-10,775,1
Premium,Antarctica,2005-11,42,1
Premium,Antarctica,2005-12,12,1
Premium,Antarctica,2006-01,12,1
Premium,Antarctica,2006-02,57,1
Premium,Antarctica,2006-03,5,1
Premium,Antarctica,2006-05,16,1
Premium,Antarctica,2006-06,29,1
Premium,Antarctica,2006-07,5,1
Premium,Antarctica,2006-08,30,1
Premium,Antarctica,2006-10,153,1
Premium,Antarctica,2006-11,298,1
Premium,Antarctica,2006-12,269,1
Premium,Antarctica,2007-01,203,1
Premium,Antarctica,2007-02,209,1
Premium,Antarctica,2007-03,25,1
Premium,Antarctica,2007-04,19,1
Premium,Antarctica,2007-05,26,1
Premium,Antarctica,2007-06,90,1
Premium,Antarctica,2007-07,49,1
Premium,Antarctica,2007-08,430,1
Premium,Antarctica,2007-09,354,1
Premium,Antarctica,2007-10,591,1
Premium,Antarctica,2007-11,215,1
Premium,Antarctica,2007-12,186,1
Premium,Antarctica,2008-01,222,1
Premium,Antarctica,2008-02,193,1
Premium,Antarctica,2008-03,240,1
Premium,Antarctica,2008-04,156,1
Premium,Antarctica,2008-05,234,1
Premium,Antarctica,2008-06,116,1
Premium,Antarctica,2008-07,97,1
Premium,Antarctica,2008-08,218,1
Premium,Antarctica,2008-09,420,1
Premium,Antarctica,2008-10,366,1
Premium,Antarctica,2008-11,434,1
Premium,Antarctica,2008-12,248,1
Premium,Antarctica,2009-01,42,1
Premium,Antarctica,2009-02,39,1
Premium,Antarctica,2009-03,27,1
Premium,Antarctica,2009-05,6,1
Premium,Argentina,2006-02,59,1
Premium,Argentina,2006-04,19,1
Premium,Argentina,2006-05,41,1
Premium,Argentina,2006-06,165,1
Premium,Argentina,2006-07,11,1
Premium,Argentina,2006-08,277,1
Premium,Argentina,2006-09,1376,1
Premium,Argentina,2006-10,1208,1
Premium,Argentina,2006-11,387,1
Premium,Argentina,2006-12,250,1
Premium,Argentina,2007-01,134,1
Premium,Argentina,2007-02,359,1
Premium,Argentina,2007-03,586,1
Premium,Argentina,2007-04,1445,1
Premium,Argentina,2007-05,1446,1
Premium,Argentina,2007-06,937,1
Premium,Argentina,2007-07,1025,1
Premium,Argentina,2007-08,952,1
Premium,Argentina,2007-09,958,1
Premium,Argentina,2007-10,832,2
Premium,Argentina,2007-11,3316,2
Premium,Argentina,2007-12,1638,2
Premium,Argentina,2008-01,428,2
Premium,Argentina,2008-02,1812,1
Premium,Argentina,2008-03,720,2
Premium,Argentina,2008-04,962,1
Premium,Argentina,2008-05,2552,2
Premium,Argentina,2008-06,2856,2
Premium,Argentina,2008-07,918,2
Premium,Argentina,2008-08,815,2
Premium,Argentina,2008-09,1640,2
Premium,Argentina,2008-10,319,1
Premium,Argentina,2008-11,70,1
Premium,Argentina,2009-01,25,1
Premium,Argentina,2009-02,25,1
Premium,Argentina,2009-03,24,1
Premium,Argentina,2009-05,1,1
Premium,Armenia,2006-11,233,1
Premium,Armenia,2006-12,938,1
Premium,Armenia,2007-01,975,1
Premium,Armenia,2007-02,592,1
Premium,Armenia,2007-03,734,1
Premium,Armenia,2007-04,751,1
Premium,Armenia,2007-05,454,1
Premium,Armenia,2007-06,629,1
Premium,Armenia,2007-07,1052,1
Premium,Armenia,2007-08,89,1
Premium,Armenia,2007-09,319,1
Premium,Armenia,2007-10,351,1
Premium,Armenia,2007-11,435,1
Premium,Armenia,2007-12,548,1
Premium,Armenia,2008-01,473,1
Premium,Armenia,2008-02,581,1
Premium,Armenia,2008-03,1139,1
Premium,Armenia,2008-04,150,1
Premium,Armenia,2008-05,498,1
Premium,Armenia,2008-06,528,1
Premium,Armenia,2008-07,616,1
Premium,Armenia,2008-08,621,1
Premium,Armenia,2008-09,784,1
Premium,Armenia,2008-10,950,1
Premium,Armenia,2008-11,834,1
Premium,Armenia,2008-12,833,1
Premium,Armenia,2009-01,821,1
Premium,Armenia,2009-02,1175,1
Premium,Armenia,2009-03,1721,1
Premium,Armenia,2009-04,1369,1
Premium,Armenia,2009-05,179,1
Premium,Australia,2005-12,43,1
Premium,Australia,2006-01,132,1
Premium,Australia,2006-02,85,1
Premium,Australia,2006-03,290,1
Premium,Australia,2006-04,99,1
Premium,Australia,2006-05,222,1
Premium,Australia,2006-06,186,1
Premium,Australia,2006-07,393,1
Premium,Australia,2006-08,70,1
Premium,Australia,2006-09,93,1
Premium,Australia,2006-10,128,1
Premium,Australia,2006-11,1707,2
Premium,Australia,2006-12,1657,2
Premium,Australia,2007-01,792,2
Premium,Australia,2007-02,544,2
Premium,Australia,2007-03,357,2
Premium,Australia,2007-04,2118,3
Premium,Australia,2007-05,2690,4
Premium,Australia,2007-06,3888,5
Premium,Australia,2007-07,4019,5
Premium,Australia,2007-08,4372,5
Premium,Australia,2007-09,5321,5
Premium,Australia,2007-10,4611,5
Premium,Australia,2007-11,3033,5
Premium,Australia,2007-12,2486,5
Premium,Australia,2008-01,1831,5
Premium,Australia,2008-02,2708,5
Premium,Australia,2008-03,4072,6
Premium,Australia,2008-04,2954,6
Premium,Australia,2008-05,2023,5
Premium,Australia,2008-06,10495,7
Premium,Australia,2008-07,7636,7
Premium,Australia,2008-08,2562,7
Premium,Australia,2008-09,2563,7
Premium,Australia,2008-10,3516,6
Premium,Australia,2008-11,3704,6
Premium,Australia,2008-12,2084,6
Premium,Australia,2009-01,2276,6
Premium,Australia,2009-02,2718,6
Premium,Australia,2009-03,1779,6
Premium,Australia,2009-04,1326,6
Premium,Australia,2009-05,152,4
Premium,Austria,2006-04,379,1
Premium,Austria,2006-05,221,1
Premium,Austria,2006-06,261,1
Premium,Austria,2006-07,343,1
Premium,Austria,2006-08,879,1
Premium,Austria,2006-09,729,1
Premium,Austria,2006-10,1007,1
Premium,Austria,2006-11,752,1
Premium,Austria,2006-12,447,1
Premium,Austria,2007-01,389,1
Premium,Austria,2007-02,241,1
Premium,Austria,2007-03,263,1
Premium,Austria,2007-04,321,1
Premium,Austria,2007-05,393,1
Premium,Austria,2007-06,413,1
Premium,Austria,2007-07,398,1
Premium,Austria,2007-08,147,1
Premium,Austria,2007-09,403,1
Premium,Austria,2007-10,229,1
Premium,Austria,2007-11,270,1
Premium,Austria,2008-02,129,1
Premium,Austria,2008-03,441,1
Premium,Austria,2008-04,675,1
Premium,Austria,2008-05,147,1
Premium,Austria,2008-06,151,1
Premium,Austria,2008-07,664,1
Premium,Austria,2008-08,910,1
Premium,Austria,2008-09,426,1
Premium,Austria,2008-10,864,1
Premium,Austria,2008-11,835,1
Premium,Austria,2008-12,685,1
Premium,Austria,2009-01,248,1
Premium,Austria,2009-02,360,1
Premium,Austria,2009-03,284,1
Premium,Austria,2009-04,398,1
Premium,Austria,2009-05,26,2
Premium,Belarus,2007-07,1088,1
Premium,Belarus,2007-08,2488,1
Premium,Belarus,2007-09,870,1
Premium,Belarus,2007-10,809,1
Premium,Belarus,2007-11,2340,1
Premium,Belarus,2007-12,3339,1
Premium,Belarus,2008-01,1666,1
Premium,Belarus,2008-02,112,1
Premium,Belarus,2008-03,468,1
Premium,Belarus,2008-04,26,1
Premium,Belarus,2008-05,2019,1
Premium,Belarus,2008-06,1252,1
Premium,Belarus,2008-07,685,1
Premium,Belarus,2008-08,585,1
Premium,Belarus,2008-09,214,1
Premium,Belarus,2008-10,64,1
Premium,Belarus,2008-11,338,1
Premium,Belarus,2008-12,302,1
Premium,Belarus,2009-01,465,1
Premium,Belarus,2009-02,223,1
Premium,Belarus,2009-03,510,1
Premium,Belarus,2009-04,960,1
Premium,Belarus,2009-05,1,1
Premium,Belgium,2005-02,479,1
Premium,Belgium,2005-03,161,1
Premium,Belgium,2005-08,5,1
Premium,Belgium,2005-10,119,1
Premium,Belgium,2005-11,47,1
Premium,Belgium,2005-12,278,1
Premium,Belgium,2006-01,251,1
Premium,Belgium,2006-02,541,1
Premium,Belgium,2006-03,786,1
Premium,Belgium,2006-04,94,1
Premium,Belgium,2006-05,70,1
Premium,Belgium,2006-06,88,1
Premium,Belgium,2006-07,9,1
Premium,Belgium,2006-09,352,1
Premium,Belgium,2006-10,321,1
Premium,Belgium,2006-11,269,1
Premium,Belgium,2006-12,351,1
Premium,Belgium,2007-01,330,1
Premium,Belgium,2007-02,162,1
Premium,Belgium,2007-03,384,1
Premium,Belgium,2007-04,310,1
Premium,Belgium,2007-05,299,2
Premium,Belgium,2007-06,174,1
Premium,Belgium,2007-07,16,1
Premium,Belgium,2007-08,25,1
Premium,Belgium,2007-09,305,1
Premium,Belgium,2007-10,477,2
Premium,Belgium,2007-11,1060,2
Premium,Belgium,2007-12,851,2
Premium,Belgium,2008-01,468,3
Premium,Belgium,2008-02,1052,3
Premium,Belgium,2008-03,845,2
Premium,Belgium,2008-04,867,2
Premium,Belgium,2008-05,884,2
Premium,Belgium,2008-06,1031,4
Premium,Belgium,2008-07,2920,3
Premium,Belgium,2008-08,2497,4
Premium,Belgium,2008-09,2200,4
Premium,Belgium,2008-10,1561,4
Premium,Belgium,2008-11,1251,4
Premium,Belgium,2008-12,1302,4
Premium,Belgium,2009-01,1556,4
Premium,Belgium,2009-02,1430,3
Premium,Belgium,2009-03,1495,4
Premium,Belgium,2009-04,1283,3
Premium,Belgium,2009-05,70,3
Premium,Brazil,2005-09,669,1
Premium,Brazil,2005-10,1404,1
Premium,Brazil,2005-11,861,1
Premium,Brazil,2005-12,731,1
Premium,Brazil,2006-01,300,1
Premium,Brazil,2006-04,127,1
Premium,Brazil,2006-05,748,3
Premium,Brazil,2006-06,1282,4
Premium,Brazil,2006-07,2619,4
Premium,Brazil,2006-08,2787,4
Premium,Brazil,2006-09,1922,4
Premium,Brazil,2006-10,2659,4
Premium,Brazil,2006-11,2949,4
Premium,Brazil,2006-12,2273,4
Premium,Brazil,2007-01,2846,3
Premium,Brazil,2007-02,3576,4
Premium,Brazil,2007-03,1040,4
Premium,Brazil,2007-04,1032,4
Premium,Brazil,2007-05,1783,4
Premium,Brazil,2007-06,3034,5
Premium,Brazil,2007-07,4171,5
Premium,Brazil,2007-08,2838,5
Premium,Brazil,2007-09,3018,5
Premium,Brazil,2007-10,3462,5
Premium,Brazil,2007-11,1563,5
Premium,Brazil,2007-12,4754,5
Premium,Brazil,2008-01,4987,5
Premium,Brazil,2008-02,5283,7
Premium,Brazil,2008-03,3804,6
Premium,Brazil,2008-04,3672,6
Premium,Brazil,2008-05,2253,6
Premium,Brazil,2008-06,2393,5
Premium,Brazil,2008-07,4445,7
Premium,Brazil,2008-08,2446,6
Premium,Brazil,2008-09,3456,7
Premium,Brazil,2008-10,3751,7
Premium,Brazil,2008-11,2616,7
Premium,Brazil,2008-12,3009,6
Premium,Brazil,2009-01,6704,7
Premium,Brazil,2009-02,7182,7
Premium,Brazil,2009-03,6511,7
Premium,Brazil,2009-04,4044,8
Premium,Brazil,2009-05,3165,4
Premium,Bulgaria,2006-06,1,1
Premium,Bulgaria,2006-08,696,1
Premium,Bulgaria,2006-09,1301,1
Premium,Bulgaria,2006-10,716,1
Premium,Bulgaria,2006-11,1151,1
Premium,Bulgaria,2006-12,1109,1
Premium,Bulgaria,2007-01,604,1
Premium,Bulgaria,2007-02,543,1
Premium,Bulgaria,2007-03,511,1
Premium,Bulgaria,2007-04,1392,1
Premium,Bulgaria,2007-05,1606,1
Premium,Bulgaria,2007-06,1221,1
Premium,Bulgaria,2007-07,1492,1
Premium,Bulgaria,2007-08,594,1
Premium,Bulgaria,2007-09,649,1
Premium,Bulgaria,2007-10,594,2
Premium,Bulgaria,2007-11,635,1
Premium,Bulgaria,2007-12,1571,1
Premium,Bulgaria,2008-01,860,2
Premium,Bulgaria,2008-02,1269,2
Premium,Bulgaria,2008-03,2397,2
Premium,Bulgaria,2008-04,1054,2
Premium,Bulgaria,2008-05,1677,3
Premium,Bulgaria,2008-06,2556,3
Premium,Bulgaria,2008-07,2209,4
Premium,Bulgaria,2008-08,1575,4
Premium,Bulgaria,2008-09,2061,3
Premium,Bulgaria,2008-10,3530,3
Premium,Bulgaria,2008-11,3217,4
Premium,Bulgaria,2008-12,3396,4
Premium,Bulgaria,2009-01,3376,4
Premium,Bulgaria,2009-02,3114,4
Premium,Bulgaria,2009-03,2994,4
Premium,Bulgaria,2009-04,2030,4
Premium,Bulgaria,2009-05,100,3
Premium,Canada,2006-04,15,1
Premium,Canada,2006-06,334,1
Premium,Canada,2006-07,574,1
Premium,Canada,2006-08,722,1
Premium,Canada,2006-09,1634,2
Premium,Canada,2006-10,2054,3
Premium,Canada,2006-11,3248,3
Premium,Canada,2006-12,1566,3
Premium,Canada,2007-01,1534,2
Premium,Canada,2007-02,2553,4
Premium,Canada,2007-03,2228,4
Premium,Canada,2007-04,3258,4
Premium,Canada,2007-05,3251,4
Premium,Canada,2007-06,992,3
Premium,Canada,2007-07,620,2
Premium,Canada,2007-08,424,3
Premium,Canada,2007-09,683,3
Premium,Canada,2007-10,1284,3
Premium,Canada,2007-11,1571,3
Premium,Canada,2007-12,1270,3
Premium,Canada,2008-01,869,3
Premium,Canada,2008-02,1514,4
Premium,Canada,2008-03,2162,4
Premium,Canada,2008-04,1838,4
Premium,Canada,2008-05,2578,4
Premium,Canada,2008-06,2268,5
Premium,Canada,2008-07,2673,4
Premium,Canada,2008-08,2592,4
Premium,Canada,2008-09,2440,4
Premium,Canada,2008-10,2655,4
Premium,Canada,2008-11,2244,4
Premium,Canada,2008-12,3244,4
Premium,Canada,2009-01,4771,5
Premium,Canada,2009-02,6137,6
Premium,Canada,2009-03,6161,6
Premium,Canada,2009-04,4695,5
Premium,Canada,2009-05,162,2
Premium,China,2006-11,165,1
Premium,China,2006-12,2725,1
Premium,China,2007-01,1966,1
Premium,China,2007-04,3,1
Premium,China,2007-05,3,1
Premium,China,2007-06,19,1
Premium,China,2007-07,18,1
Premium,China,2007-08,15,1
Premium,China,2007-09,6,1
Premium,China,2007-10,6,1
Premium,China,2007-11,3,1
Premium,China,2007-12,215,1
Premium,China,2008-01,124,1
Premium,China,2008-02,159,1
Premium,China,2008-03,266,1
Premium,China,2008-04,559,1
Premium,China,2008-05,151,1
Premium,China,2008-06,588,1
Premium,China,2008-07,689,1
Premium,China,2008-08,290,1
Premium,China,2008-09,61,1
Premium,China,2008-10,150,1
Premium,China,2008-11,408,1
Premium,China,2008-12,1572,1
Premium,China,2009-01,1185,1
Premium,China,2009-02,1436,1
Premium,China,2009-03,2133,1
Premium,China,2009-04,1477,1
Premium,China,2009-05,163,1
Premium,Colombia,2008-10,2781,1
Premium,Colombia,2008-11,1963,1
Premium,Colombia,2008-12,2384,1
Premium,Colombia,2009-01,2698,1
Premium,Colombia,2009-02,2963,1
Premium,Colombia,2009-03,1833,1
Premium,Colombia,2009-04,397,1
Premium,Colombia,2009-05,58,1
Premium,"Congo, the Democratic Republic of the",2006-01,80,1
Premium,"Congo, the Democratic Republic of the",2006-02,201,1
Premium,"Congo, the Democratic Republic of the",2006-03,194,1
Premium,"Congo, the Democratic Republic of the",2006-04,357,1
Premium,"Congo, the Democratic Republic of the",2006-05,265,1
Premium,"Congo, the Democratic Republic of the",2006-06,244,1
Premium,"Congo, the Democratic Republic of the",2006-07,271,1
Premium,"Congo, the Democratic Republic of the",2006-08,312,1
Premium,"Congo, the Democratic Republic of the",2006-09,283,1
Premium,"Congo, the Democratic Republic of the",2006-10,514,1
Premium,"Congo, the Democratic Republic of the",2006-11,436,1
Premium,"Congo, the Democratic Republic of the",2006-12,267,1
Premium,"Congo, the Democratic Republic of the",2007-01,360,1
Premium,"Congo, the Democratic Republic of the",2007-02,191,1
Premium,"Congo, the Democratic Republic of the",2007-03,136,1
Premium,"Congo, the Democratic Republic of the",2007-04,154,1
Premium,"Congo, the Democratic Republic of the",2007-05,323,1
Premium,"Congo, the Democratic Republic of the",2007-06,249,1
Premium,"Congo, the Democratic Republic of the",2007-07,202,1
Premium,"Congo, the Democratic Republic of the",2007-08,223,1
Premium,"Congo, the Democratic Republic of the",2007-09,153,1
Premium,"Congo, the Democratic Republic of the",2007-10,260,1
Premium,"Congo, the Democratic Republic of the",2007-11,175,1
Premium,"Congo, the Democratic Republic of the",2007-12,96,1
Premium,"Congo, the Democratic Republic of the",2008-01,406,1
Premium,"Congo, the Democratic Republic of the",2008-02,151,1
Premium,"Congo, the Democratic Republic of the",2008-03,134,1
Premium,"Congo, the Democratic Republic of the",2008-04,145,1
